0,1480,0,2022-04-21  20:37:53.215362
5,1469.81,0,2022-04-21  20:37:53.216701
10,1451.31,0,2022-04-21  20:37:53.217181
15,0,0,2022-04-21  20:37:53.217591
20,0,0,2022-04-21  20:37:53.217874
25,0,0,2022-04-21  20:37:53.218300
30,0,0,2022-04-21  20:37:53.218627
35,0,0,2022-04-21  20:37:53.219480
40,0,0,2022-04-21  20:37:53.219903
45,280.5,0,2022-04-21  20:37:53.220539
50,256.58,0,2022-04-21  20:37:53.220852
55,237.88,0,2022-04-21  20:37:53.221166
60,223.17,0,2022-04-21  20:37:53.221420
65,213.5,0,2022-04-21  20:37:53.221747
70,204.56,0,2022-04-21  20:37:53.222042
75,198.08,0,2022-04-21  20:37:53.222346
80,193.5,0,2022-04-21  20:37:53.222684
85,189.94,0,2022-04-21  20:37:53.223218
90,187.92,0,2022-04-21  20:37:53.223601
95,187.88,0,2022-04-21  20:37:53.224009
100,189.25,0,2022-04-21  20:37:53.224370
105,191.58,0,2022-04-21  20:37:53.224663
110,195.62,0,2022-04-21  20:37:53.225591
115,201.5,1,2022-04-21  20:37:53.226082
120,208.25,1,2022-04-21  20:37:53.226433
125,218.15,0,2022-04-21  20:37:53.226812
130,228.75,0,2022-04-21  20:37:53.227314
135,0,0,2022-04-21  20:37:53.227671
140,0,1,2022-04-21  20:37:53.228117
145,0,1,2022-04-21  20:37:53.228469
150,297.38,1,2022-04-21  20:37:53.228819
155,286.38,0,2022-04-21  20:37:53.229217
160,274.94,0,2022-04-21  20:37:53.229541
165,267.42,0,2022-04-21  20:37:53.230068
170,262.92,0,2022-04-21  20:37:53.230468
175,259.25,0,2022-04-21  20:37:53.230792
180,257.5,0,2022-04-21  20:37:53.231085
185,257.58,0,2022-04-21  20:37:53.231449
190,259.88,0,2022-04-21  20:37:53.231764
195,264.56,0,2022-04-21  20:37:53.232187
200,271.31,0,2022-04-21  20:37:53.232545
205,280.94,0,2022-04-21  20:37:53.232879
210,291.42,0,2022-04-21  20:37:53.233208
215,304.75,1,2022-04-21  20:37:53.233623
220,312.25,1,2022-04-21  20:37:53.234012
225,297.83,1,2022-04-21  20:37:53.234342
230,278.92,1,2022-04-21  20:37:53.234826
235,261.88,1,2022-04-21  20:37:53.235245
240,249.08,2,2022-04-21  20:37:53.235546
245,239.25,2,2022-04-21  20:37:53.235892
250,231.92,0,2022-04-21  20:37:53.236169
