95,209.0,,2022-04-19  19:48:04.679182
100,211.81,,2022-04-19  19:48:04.679871
105,216.19,,2022-04-19  19:48:04.683089
110,223.5,,2022-04-19  19:48:04.683548
115,232.08,,2022-04-19  19:48:04.683769
120,241.81,,2022-04-19  19:48:04.684036
125,255.94,,2022-04-19  19:48:04.684277
145,322.88,,2022-04-19  19:48:04.684488
150,309.58,,2022-04-19  19:48:04.684683
155,296.25,,2022-04-19  19:48:04.684877
160,284.0,,2022-04-19  19:48:04.685072
165,273.25,,2022-04-19  19:48:04.685265
170,266.42,,2022-04-19  19:48:04.685921
175,261.15,,2022-04-19  19:48:04.686186
180,258.25,,2022-04-19  19:48:04.686394
185,257.94,,2022-04-19  19:48:04.686558
190,259.31,,2022-04-19  19:48:04.686731
195,262.17,,2022-04-19  19:48:04.686901
200,266.81,,2022-04-19  19:48:04.687091
205,274.19,,2022-04-19  19:48:04.687325
210,283.5,,2022-04-19  19:48:04.687525
215,286.25,,2022-04-19  19:48:04.687718
220,269.88,,2022-04-19  19:48:04.687908
225,250.33,,2022-04-19  19:48:04.688104
230,237.5,,2022-04-19  19:48:04.688285
235,224.8,,2022-04-19  19:48:04.688474
240,215.25,,2022-04-19  19:48:04.688667
245,209.83,,2022-04-19  19:48:04.688861
250,205.38,,2022-04-19  19:48:04.689046
255,202.25,,2022-04-19  19:48:04.689231
260,201.12,,2022-04-19  19:48:04.689420
265,201.42,,2022-04-19  19:48:04.689609
270,202.81,,2022-04-19  19:48:04.689791
275,206.25,,2022-04-19  19:48:04.689979
280,211.38,,2022-04-19  19:48:04.690176
285,217.58,,2022-04-19  19:48:04.690452
290,226.7,,2022-04-19  19:48:04.690702
295,238.58,,2022-04-19  19:48:04.690953
300,256.62,,2022-04-19  19:48:04.691191
305,265.62,,2022-04-19  19:48:04.691396
310,284.06,,2022-04-19  19:48:04.691594
350,1463.25,,2022-04-19  19:48:04.691789
350,1456.75,,2022-04-19  19:48:05.371591
355,1452.0,,2022-04-19  19:48:05.371891
360,1443.5,,2022-04-19  19:48:05.372156
0,1435.75,,2022-04-19  19:48:05.372393
5,1429.12,,2022-04-19  19:48:05.372646
35,360.25,,2022-04-19  19:48:05.373008
40,310.56,,2022-04-19  19:48:05.373276
45,283.75,,2022-04-19  19:48:05.373535
50,265.75,,2022-04-19  19:48:05.373817
55,249.44,,2022-04-19  19:48:05.374018
60,237.0,,2022-04-19  19:48:05.374309
65,227.06,,2022-04-19  19:48:05.374565
70,219.58,,2022-04-19  19:48:05.374853
75,214.44,,2022-04-19  19:48:05.375167
80,210.31,,2022-04-19  19:48:05.375585
85,208.38,,2022-04-19  19:48:05.375930
90,207.83,,2022-04-19  19:48:05.376282
95,208.69,,2022-04-19  19:48:05.376608
100,211.62,,2022-04-19  19:48:05.377113
105,216.06,,2022-04-19  19:48:05.377416
110,222.31,,2022-04-19  19:48:05.377834
