0,1440.38,0,24:38.5
5,1430.69,0,24:38.5
10,0,0,24:38.5
15,0,0,24:38.5
20,0,0,24:38.5
25,0,0,24:38.5
30,0,0,24:38.5
35,296,0,24:38.5
40,274.25,0,24:38.5
45,257.17,0,24:38.5
50,237.94,0,24:38.5
55,223.25,0,24:38.5
60,211.69,0,24:38.5
65,203.08,0,24:38.5
70,196.5,0,24:38.5
75,191.44,0,24:38.5
80,188.67,0,24:38.5
85,186.81,0,24:38.5
90,186.44,0,24:38.5
95,187.58,0,24:38.5
100,190.19,0,24:38.5
105,194.5,0,24:38.5
110,199.75,0,24:38.5
115,206.44,0,24:38.5
120,216.19,0,24:38.5
125,224.88,0,24:38.5
130,0,0,24:38.5
135,0,0,24:38.5
140,0,0,24:38.5
145,312.75,0,24:38.5
150,305.17,0,24:38.5
155,295.83,0,24:38.6
160,287.25,0,24:38.6
165,280.31,0,24:38.6
170,275.94,0,24:38.6
175,273.75,0,24:38.6
180,273.75,0,24:38.6
185,276.1,0,24:38.6
190,280.58,0,24:38.6
195,286.44,0,24:38.6
200,295.5,0,24:38.6
205,307.94,0,24:38.6
210,320.92,0,24:38.6
215,321.25,0,24:38.6
220,297.56,0,24:38.6
225,274.5,0,24:38.6
230,259.33,0,24:38.6
235,246,0,24:38.6
240,235.75,0,24:38.6
245,227.88,0,24:38.6
250,221.5,0,24:38.6
255,218.25,0,24:38.6
260,216.5,0,24:38.6
265,215.81,0,24:38.6
270,216.75,0,24:38.6
275,218.92,0,24:38.6
280,222.88,0,24:38.6
285,229.5,0,24:38.6
290,239.55,0,24:38.6
295,246.69,0,24:38.6
300,255.81,0,24:38.6
305,267.25,0,24:38.6
310,281.75,0,24:38.6
315,302.25,0,24:38.6
320,317.5,0,24:38.6
325,0,0,24:38.6
330,0,0,24:38.6
335,0,0,24:38.6
340,0,0,24:38.6
345,0,0,24:38.6
350,1476.62,0,24:38.6
355,1462.62,0,24:38.6
360,1453,0,24:38.6
0,1440.38,1,24:38.8
5,1431.75,1,24:38.8
10,1422.75,1,24:38.8
15,0,1,24:38.8
20,0,1,24:38.8
25,0,1,24:38.8
30,0,1,24:38.8
35,0,1,24:38.8
40,272.38,1,24:38.8
45,252.56,1,24:38.8
50,234.33,1,24:38.8
55,223.88,1,24:38.8
60,213.94,0,24:38.8
65,203.62,0,24:38.8
70,196.31,0,24:38.8
75,191.75,0,24:38.8
80,188.81,0,24:38.8
85,186.75,1,24:38.8
90,186.5,0,24:38.8
95,187.81,0,24:38.8
100,190.5,0,24:38.8
105,194.81,0,24:38.8
110,199.92,0,24:38.8
115,206.81,0,24:38.8
120,216.5,0,24:38.8
125,0,0,24:38.8
130,0,0,24:38.8
135,0,0,24:38.8
140,0,0,24:38.8
145,312.75,0,24:38.8
150,305.17,0,24:38.8
155,295.83,0,24:38.8
160,287.31,0,24:38.8
165,280.83,0,24:38.8
170,276.69,0,24:38.8
175,274,0,24:38.8
180,273.94,0,24:38.8
185,276.56,0,24:38.8
190,281.38,0,24:38.8
195,287.33,0,24:38.8
200,295.5,0,24:38.8
205,307.88,0,24:38.8
210,320.83,0,24:38.8
215,325.25,0,24:38.8
220,298,0,24:38.8
225,275,0,24:38.8
230,257.94,0,24:38.8
235,244.83,0,24:38.8
240,236.17,0,24:38.8
245,229.25,0,24:38.8
250,223.38,0,24:38.8
255,218.62,0,24:38.8
260,216.5,0,24:38.8
265,215.7,0,24:38.8
270,216.92,0,24:38.8
275,219.31,0,24:38.8
280,223.25,0,24:38.8
285,226,0,24:38.8
290,237.5,0,24:38.8
295,245.19,0,24:38.8
300,253.6,1,24:38.8
305,266,1,24:38.8
310,282.5,1,24:38.8
315,305.94,1,24:38.8
320,0,1,24:38.8
325,0,1,24:38.8
330,0,1,24:38.8
335,0,1,24:38.8
340,0,1,24:38.8
345,0,1,24:38.8
350,1483.5,1,24:38.8
355,1465.06,1,24:38.8
360,1450.38,1,24:38.8
0,1440,1,24:39.1
5,1429.75,0,24:39.1
10,1406.25,0,24:39.1
15,0,0,24:39.1
20,0,0,24:39.1
25,0,0,24:39.1
30,0,0,24:39.1
35,0,0,24:39.1
40,281.25,0,24:39.1
45,255.81,0,24:39.1
50,236.75,0,24:39.1
55,224.33,0,24:39.1
60,212.81,0,24:39.1
65,203.83,0,24:39.1
70,197.12,0,24:39.1
75,191.81,0,24:39.1
80,188.5,0,24:39.1
85,186.83,0,24:39.1
90,186.56,0,24:39.1
95,187.81,0,24:39.1
100,190.67,0,24:39.1
105,194.38,0,24:39.1
110,200.25,0,24:39.1
115,206.67,0,24:39.1
120,215.12,0,24:39.1
125,225.33,0,24:39.1
130,0,1,24:39.1
135,0,1,24:39.1
140,0,1,24:39.1
145,314.75,1,24:39.1
150,306.92,1,24:39.1
155,295.44,1,24:39.1
160,286,1,24:39.1
165,280.08,1,24:39.1
170,276.31,1,24:39.1
175,274.17,0,24:39.1
180,273.94,0,24:39.1
185,275.94,0,24:39.1
190,279.83,0,24:39.1
195,285.38,0,24:39.1
200,295.75,0,24:39.1
205,308.17,0,24:39.1
210,320.81,0,24:39.1
215,319.33,0,24:39.1
220,297.33,0,24:39.1
225,277.42,0,24:39.1
230,259.94,0,24:39.1
235,246.08,0,24:39.1
240,236.75,0,24:39.1
245,227.75,0,24:39.1
250,222.25,0,24:39.1
255,218.81,0,24:39.1
260,216.56,0,24:39.1
265,215.58,0,24:39.1
270,216.5,0,24:39.1
275,218.94,0,24:39.1
280,224.25,0,24:39.1
285,229.88,0,24:39.1
290,238,0,24:39.1
295,245.5,0,24:39.1
300,254.12,0,24:39.1
305,267.31,0,24:39.1
310,283.81,0,24:39.1
315,304.88,0,24:39.1
320,0,0,24:39.1
325,0,2,24:39.1
330,0,2,24:39.1
335,0,2,24:39.1
340,0,2,24:39.1
345,0,2,24:39.1
350,1473.5,2,24:39.1
355,1461.62,2,24:39.1
360,1446,2,24:39.1
0,1444,2,24:39.4
5,1432.81,0,24:39.4
10,0,0,24:39.4
15,0,0,24:39.4
20,0,0,24:39.4
25,0,0,24:39.4
30,0,0,24:39.4
35,294.75,0,24:39.4
40,273.12,0,24:39.4
45,256.17,0,24:39.4
50,239.58,0,24:39.4
55,224.62,0,24:39.4
60,212.83,0,24:39.4
65,203.88,0,24:39.4
70,196.44,0,24:39.4
75,191.75,0,24:39.4
80,188.75,0,24:39.4
85,186.75,0,24:39.4
90,186.5,0,24:39.4
95,187.83,0,24:39.4
100,190.44,0,24:39.4
105,194.5,0,24:39.4
110,199.75,0,24:39.4
115,206.56,0,24:39.4
120,216.44,0,24:39.4
125,226.92,0,24:39.4
130,0,0,24:39.4
135,0,0,24:39.4
140,0,0,24:39.4
145,0,0,24:39.4
150,307.06,0,24:39.4
155,295.83,0,24:39.4
160,287.19,0,24:39.4
165,280.19,0,24:39.4
170,276.17,0,24:39.4
175,273.85,0,24:39.4
180,273.88,2,24:39.4
185,275.56,0,24:39.4
190,280.75,0,24:39.4
195,287.33,0,24:39.4
200,295.5,0,24:39.4
205,308,0,24:39.4
210,320.92,0,24:39.4
215,321.38,0,24:39.4
220,301.17,0,24:39.4
225,277.5,0,24:39.4
230,257.62,0,24:39.4
235,246.12,0,24:39.4
240,237.19,0,24:39.4
245,228.06,0,24:39.4
250,222.25,0,24:39.4
255,218.5,0,24:39.4
260,216.5,0,24:39.4
265,215.56,0,24:39.4
270,217,2,24:39.4
275,220.31,2,24:39.4
280,223.88,2,24:39.4
285,230.2,2,24:39.4
290,240.38,2,24:39.4
295,245.25,2,24:39.4
300,246.5,2,24:39.4
305,266.85,2,24:39.4
310,283.17,0,24:39.4
315,310,0,24:39.4
320,323.25,0,24:39.4
325,0,0,24:39.4
330,0,0,24:39.4
335,0,0,24:39.4
340,0,0,24:39.4
345,0,0,24:39.4
350,1475.75,0,24:39.4
355,1463.58,0,24:39.4
360,1451.25,0,24:39.4
0,1441.25,0,24:39.6
5,1430.38,0,24:39.6
10,0,0,24:39.6
15,0,0,24:39.6
20,0,0,24:39.6
25,0,0,24:39.6
30,0,0,24:39.6
35,0,0,24:39.6
40,282.25,0,24:39.6
45,260,0,24:39.6
50,250,0,24:39.6
55,222.42,0,24:39.6
60,213,2,24:39.6
65,203.88,2,24:39.6
70,196.44,2,24:39.6
75,191.75,2,24:39.6
80,188.75,2,24:39.6
85,186.75,2,24:39.6
90,186.5,2,24:39.6
95,187.75,2,24:39.6
100,190.5,2,24:39.6
105,194.42,2,24:39.6
110,199.69,1,24:39.6
115,207.38,1,24:39.6
120,217.19,1,24:39.6
125,227.67,0,24:39.6
130,0,0,24:39.6
135,0,0,24:39.6
140,0,0,24:39.6
145,0,0,24:39.6
150,310.94,0,24:39.6
155,299.5,0,24:39.6
160,290.88,0,24:39.6
165,285.17,0,24:39.6
170,281.33,0,24:39.6
175,279.12,0,24:39.6
180,278.69,0,24:39.6
185,281,0,24:39.6
190,285.75,0,24:39.6
195,291.58,0,24:39.6
200,299.94,0,24:39.6
205,312.44,0,24:39.6
210,325.17,0,24:39.6
215,326.62,0,24:39.6
220,302.06,0,24:39.6
225,278.17,0,24:39.6
230,262.67,0,24:39.6
235,250.17,0,24:39.6
240,238.75,0,24:39.6
245,230.42,0,24:39.6
250,223.6,0,24:39.6
255,218.42,1,24:39.6
260,216.69,1,24:39.6
265,216.5,1,24:39.6
270,217,1,24:39.6
275,219.08,1,24:39.6
280,222.94,1,24:39.6
285,229.5,1,24:39.6
290,238.38,1,24:39.6
295,243.38,1,24:39.6
300,250.25,1,24:39.6
305,262.5,1,24:39.6
310,280.06,1,24:39.6
315,300.12,1,24:39.6
320,325.5,1,24:39.6
325,0,1,24:39.6
330,0,1,24:39.6
335,0,1,24:39.6
340,0,0,24:39.6
345,0,0,24:39.6
350,1473.75,0,24:39.6
355,1463.25,0,24:39.6
360,1462.5,0,24:39.6
0,1427.75,0,24:39.9
