1.005379999999999995e+03,1.020309999999999945e+03,9.177100000000000364e+02,8.151100000000000136e+02,7.125099999999999909e+02,6.099199999999999591e+02,5.073199999999999932e+02,4.047200000000000273e+02,3.021200000000000045e+02,2.829200000000000159e+02,2.618799999999999955e+02,2.438100000000000023e+02,2.320800000000000125e+02,2.242500000000000000e+02,2.192500000000000000e+02,2.088100000000000023e+02,2.084199999999999875e+02,2.092500000000000000e+02,2.120600000000000023e+02,2.165600000000000023e+02,2.219199999999999875e+02,2.290600000000000023e+02,2.409499999999999886e+02,2.568799999999999955e+02,2.698199999999999932e+02,2.827500000000000000e+02,3.109800000000000182e+02,3.392200000000000273e+02,3.674599999999999795e+02,3.956899999999999977e+02,3.807500000000000000e+02,3.694200000000000159e+02,3.593799999999999955e+02,3.488100000000000023e+02,3.410799999999999841e+02,3.371899999999999977e+02,3.379200000000000159e+02,3.415600000000000023e+02,3.480000000000000000e+02,3.563299999999999841e+02,3.675600000000000023e+02,3.840000000000000000e+02,4.061899999999999977e+02,4.303299999999999841e+02,4.615000000000000000e+02,4.997500000000000000e+02,5.960000000000000000e+02,6.922500000000000000e+02,6.817500000000000000e+02,6.649400000000000546e+02,6.535000000000000000e+02,6.476200000000000045e+02,6.453099999999999454e+02,6.492500000000000000e+02,6.551900000000000546e+02,6.675000000000000000e+02,6.828300000000000409e+02,7.050599999999999454e+02,7.318799999999999955e+02,7.454199999999999591e+02,7.567500000000000000e+02,2.182500000000000000e+02,3.754399999999999977e+02,5.326200000000000045e+02,6.898099999999999454e+02,8.470000000000000000e+02,1.004190000000000055e+03,1.161380000000000109e+03,1.318559999999999945e+03,1.475750000000000000e+03,9.827899999999999636e+02,9.895000000000000000e+02,9.961200000000000045e+02
1.750000000000000000e+02,1.769199999999999875e+02,1.795000000000000000e+02,1.845000000000000000e+02,1.904199999999999875e+02,1.958799999999999955e+02,2.152500000000000000e+02,2.346299999999999955e+02,2.540000000000000000e+02,2.733799999999999955e+02,2.927500000000000000e+02,3.121299999999999955e+02,3.315000000000000000e+02,3.216700000000000159e+02,3.110600000000000023e+02,3.027500000000000000e+02,2.970000000000000000e+02,2.913799999999999955e+02,2.878299999999999841e+02,2.854399999999999977e+02,2.866700000000000159e+02,2.913799999999999955e+02,3.000600000000000023e+02,3.113100000000000023e+02,3.240000000000000000e+02,3.399399999999999977e+02,3.638799999999999955e+02,3.932500000000000000e+02,4.324399999999999977e+02,4.625000000000000000e+02,5.876200000000000045e+02,7.127500000000000000e+02,7.031200000000000045e+02,6.924199999999999591e+02,6.888799999999999955e+02,6.894400000000000546e+02,6.950000000000000000e+02,7.058799999999999955e+02,7.208099999999999454e+02,7.405000000000000000e+02,7.663099999999999454e+02,8.002500000000000000e+02,8.191699999999999591e+02,8.373799999999999955e+02,2.915000000000000000e+02,3.044399999999999977e+02,3.261700000000000159e+02,5.709400000000000546e+02,8.157000000000000455e+02,1.060470000000000027e+03,1.305230000000000018e+03,1.550000000000000000e+03,1.040809999999999945e+03,1.037690000000000055e+03,1.041920000000000073e+03,1.053559999999999945e+03,1.067000000000000000e+03,9.295000000000000000e+02,7.920000000000000000e+02,6.545000000000000000e+02,5.170000000000000000e+02,3.795000000000000000e+02,2.420000000000000000e+02,2.245000000000000000e+02,2.110800000000000125e+02,2.020000000000000000e+02,1.804399999999999977e+02,1.745000000000000000e+02,1.702500000000000000e+02,1.671699999999999875e+02,1.653799999999999955e+02,1.648799999999999955e+02,1.741200000000000045e+02
3.607500000000000000e+02,3.392500000000000000e+02,3.231200000000000045e+02,2.804200000000000159e+02,2.592500000000000000e+02,2.397899999999999920e+02,2.203300000000000125e+02,2.086200000000000045e+02,2.003300000000000125e+02,1.939399999999999977e+02,1.889399999999999977e+02,1.858300000000000125e+02,1.846200000000000045e+02,1.845600000000000023e+02,1.856699999999999875e+02,1.868799999999999955e+02,1.889199999999999875e+02,1.933799999999999955e+02,2.004399999999999977e+02,2.087500000000000000e+02,2.351399999999999864e+02,2.615400000000000205e+02,2.879300000000000068e+02,3.143199999999999932e+02,3.407099999999999795e+02,3.671100000000000136e+02,3.935000000000000000e+02,3.859200000000000159e+02,3.781899999999999977e+02,3.721200000000000045e+02,3.699399999999999977e+02,3.705000000000000000e+02,3.736899999999999977e+02,3.803100000000000023e+02,3.889200000000000159e+02,4.008100000000000023e+02,4.186899999999999977e+02,4.415600000000000023e+02,4.683799999999999955e+02,5.033299999999999841e+02,5.517500000000000000e+02,6.117500000000000000e+02,7.425000000000000000e+02,8.732500000000000000e+02,1.004000000000000000e+03,1.134750000000000000e+03,1.137190000000000055e+03,1.126440000000000055e+03,1.135829999999999927e+03,9.208700000000000045e+02,7.059199999999999591e+02,4.909599999999999795e+02,2.760000000000000000e+02,7.793300000000000409e+02,8.122500000000000000e+02,8.539199999999999591e+02,9.023799999999999955e+02,9.732500000000000000e+02,1.065619999999999891e+03,1.174880000000000109e+03,5.627500000000000000e+02,5.480000000000000000e+02,5.250599999999999454e+02,5.071200000000000045e+02,4.964200000000000159e+02,4.896200000000000045e+02,4.868299999999999841e+02,4.848799999999999955e+02,4.860600000000000023e+02,4.895000000000000000e+02,4.516700000000000159e+02,4.138299999999999841e+02,3.760000000000000000e+02
2.182500000000000000e+02,2.205600000000000023e+02,2.238799999999999955e+02,2.290500000000000114e+02,2.368300000000000125e+02,2.475000000000000000e+02,2.626899999999999977e+02,2.801200000000000045e+02,2.975799999999999841e+02,3.082300000000000182e+02,3.188799999999999955e+02,3.068299999999999841e+02,2.898100000000000023e+02,2.747500000000000000e+02,2.643299999999999841e+02,2.555000000000000000e+02,2.480800000000000125e+02,2.424199999999999875e+02,2.383499999999999943e+02,2.385000000000000000e+02,2.401699999999999875e+02,2.429199999999999875e+02,2.478100000000000023e+02,2.566000000000000227e+02,2.688100000000000023e+02,2.808299999999999841e+02,2.984499999999999886e+02,3.241899999999999977e+02,3.492500000000000000e+02,4.078500000000000227e+02,4.664499999999999886e+02,5.250499999999999545e+02,5.836499999999999773e+02,6.422500000000000000e+02,6.364199999999999591e+02,6.339400000000000546e+02,6.358799999999999955e+02,6.420800000000000409e+02,6.540000000000000000e+02,6.726200000000000045e+02,6.956900000000000546e+02,7.220800000000000409e+02,7.563799999999999955e+02,7.898099999999999454e+02,8.175800000000000409e+02,8.545000000000000000e+02,9.045000000000000000e+02,9.292999999999999545e+02,9.541100000000000136e+02,9.789099999999999682e+02,1.003710000000000036e+03,1.028509999999999991e+03,1.053319999999999936e+03,1.078119999999999891e+03,1.075750000000000000e+03,1.085500000000000000e+03,1.101619999999999891e+03,1.120619999999999891e+03,9.856399999999999864e+02,8.506599999999999682e+02,7.156799999999999500e+02,5.807100000000000364e+02,4.457300000000000182e+02,3.107500000000000000e+02,2.935000000000000000e+02,2.723299999999999841e+02,2.467500000000000000e+02,2.384399999999999977e+02,2.297500000000000000e+02,2.246200000000000045e+02,2.215000000000000000e+02,2.188300000000000125e+02,2.177500000000000000e+02
2.853799999999999955e+02,2.880000000000000000e+02,2.929399999999999977e+02,3.010000000000000000e+02,3.090000000000000000e+02,3.435799999999999841e+02,3.593299999999999841e+02,3.738100000000000023e+02,3.520799999999999841e+02,3.295000000000000000e+02,3.095600000000000023e+02,2.927500000000000000e+02,2.815000000000000000e+02,2.740000000000000000e+02,2.678799999999999955e+02,2.637500000000000000e+02,2.614399999999999977e+02,2.613299999999999841e+02,2.628999999999999773e+02,2.671899999999999977e+02,2.742500000000000000e+02,2.823299999999999841e+02,2.903100000000000023e+02,3.034399999999999977e+02,3.203100000000000023e+02,3.389200000000000159e+02,3.631200000000000045e+02,3.983100000000000023e+02,4.388100000000000023e+02,4.751899999999999977e+02,5.218099999999999454e+02,5.681200000000000045e+02,6.213099999999999454e+02,6.745000000000000000e+02,6.537500000000000000e+02,6.399199999999999591e+02,6.333799999999999955e+02,6.340000000000000000e+02,6.375800000000000409e+02,6.441900000000000546e+02,6.543300000000000409e+02,5.846399999999999864e+02,5.149500000000000455e+02,4.452599999999999909e+02,3.755699999999999932e+02,3.058799999999999955e+02,2.932500000000000000e+02,7.601200000000000045e+02,7.110000000000000000e+02,6.736200000000000045e+02,6.408099999999999454e+02,6.193300000000000409e+02,6.038799999999999955e+02,5.966699999999999591e+02,5.981900000000000546e+02,6.045599999999999454e+02,6.171200000000000045e+02,6.331699999999999591e+02,6.508799999999999955e+02,6.628799999999999955e+02,5.811299999999999955e+02,4.993700000000000045e+02,4.176200000000000045e+02,3.900799999999999841e+02,3.596899999999999977e+02,3.356700000000000159e+02,3.175000000000000000e+02,3.030799999999999841e+02,2.922500000000000000e+02,2.843299999999999841e+02,2.780000000000000000e+02,2.795400000000000205e+02,2.842500000000000000e+02
6.832500000000000000e+02,6.957500000000000000e+02,7.162500000000000000e+02,7.355000000000000000e+02,2.850000000000000000e+02,2.638799999999999955e+02,2.427500000000000000e+02,2.241699999999999875e+02,2.085600000000000023e+02,1.951899999999999977e+02,1.863300000000000125e+02,1.798799999999999955e+02,1.746200000000000045e+02,1.720000000000000000e+02,1.705800000000000125e+02,1.716200000000000045e+02,1.714399999999999977e+02,1.722500000000000000e+02,1.737500000000000000e+02,1.771200000000000045e+02,1.820600000000000023e+02,1.877500000000000000e+02,1.965800000000000125e+02,2.054199999999999875e+02,2.142500000000000000e+02,2.230800000000000125e+02,2.319199999999999875e+02,2.407500000000000000e+02,2.335800000000000125e+02,2.293300000000000125e+02,2.256899999999999977e+02,2.239399999999999977e+02,2.242500000000000000e+02,2.259199999999999875e+02,2.293799999999999955e+02,2.353799999999999955e+02,2.440000000000000000e+02,2.560000000000000000e+02,2.664399999999999977e+02,2.751899999999999977e+02,2.875000000000000000e+02,3.007500000000000000e+02,3.192900000000000205e+02,3.378299999999999841e+02,3.672500000000000000e+02,4.287500000000000000e+02,4.468799999999999955e+02,5.371699999999999591e+02,6.274600000000000364e+02,7.177500000000000000e+02,7.078099999999999454e+02,6.994400000000000546e+02,6.963300000000000409e+02,6.983799999999999955e+02,7.049199999999999591e+02,7.161200000000000045e+02,7.342500000000000000e+02,7.620599999999999454e+02,7.982500000000000000e+02,8.418099999999999454e+02,8.201599999999999682e+02,7.985099999999999909e+02,7.768600000000000136e+02,7.552000000000000455e+02,7.335499999999999545e+02,7.118999999999999773e+02,6.902500000000000000e+02,6.748799999999999955e+02,6.630000000000000000e+02,6.565000000000000000e+02,6.540599999999999454e+02,6.684400000000000546e+02,6.762500000000000000e+02
3.053799999999999955e+02,3.053799999999999955e+02,2.837500000000000000e+02,2.689200000000000159e+02,2.561899999999999977e+02,2.459199999999999875e+02,2.393300000000000125e+02,2.340000000000000000e+02,2.309199999999999875e+02,2.312500000000000000e+02,2.325000000000000000e+02,2.350999999999999943e+02,2.406200000000000045e+02,2.475600000000000023e+02,2.554199999999999875e+02,2.654399999999999977e+02,2.791200000000000045e+02,2.961899999999999977e+02,3.245000000000000000e+02,3.146700000000000159e+02,2.993799999999999955e+02,2.860799999999999841e+02,2.752500000000000000e+02,2.666700000000000159e+02,2.610000000000000000e+02,2.556200000000000045e+02,2.513799999999999955e+02,2.497500000000000000e+02,2.506200000000000045e+02,2.516200000000000045e+02,2.549399999999999977e+02,2.607500000000000000e+02,2.679200000000000159e+02,2.770000000000000000e+02,2.903799999999999955e+02,3.080600000000000023e+02,9.207500000000000000e+02,8.846900000000000546e+02,8.277500000000000000e+02,7.806900000000000546e+02,7.481699999999999591e+02,7.231200000000000045e+02,7.052500000000000000e+02,6.923099999999999454e+02,6.828799999999999955e+02,6.868099999999999454e+02,6.954199999999999591e+02,7.193099999999999454e+02,7.357500000000000000e+02,6.440000000000000000e+02,5.522500000000000000e+02,4.605000000000000000e+02,4.370799999999999841e+02,3.978799999999999955e+02,3.716899999999999977e+02,3.436200000000000045e+02,3.256700000000000159e+02,3.134200000000000159e+02,3.026200000000000045e+02,2.945000000000000000e+02,2.870600000000000023e+02,2.761200000000000045e+02,2.686700000000000159e+02,2.626899999999999977e+02,2.586899999999999977e+02,2.573799999999999955e+02,2.576000000000000227e+02,2.597500000000000000e+02,2.633799999999999955e+02,2.705000000000000000e+02,2.799399999999999977e+02,3.041200000000000045e+02,3.306200000000000045e+02
3.163799999999999955e+02,3.092500000000000000e+02,3.015000000000000000e+02,2.960799999999999841e+02,2.856700000000000159e+02,2.786899999999999977e+02,2.730799999999999841e+02,2.696200000000000045e+02,2.679399999999999977e+02,2.685799999999999841e+02,2.710000000000000000e+02,2.763100000000000023e+02,2.830799999999999841e+02,2.922500000000000000e+02,3.039200000000000159e+02,3.215500000000000114e+02,3.442500000000000000e+02,3.222500000000000000e+02,3.018799999999999955e+02,2.834200000000000159e+02,2.694399999999999977e+02,2.588299999999999841e+02,2.520000000000000000e+02,2.452500000000000000e+02,2.430000000000000000e+02,2.428799999999999955e+02,2.445500000000000114e+02,2.478300000000000125e+02,2.515800000000000125e+02,2.575000000000000000e+02,2.661899999999999977e+02,2.773799999999999955e+02,2.917500000000000000e+02,3.109399999999999977e+02,3.220600000000000023e+02,3.045000000000000000e+02,2.908299999999999841e+02,2.792500000000000000e+02,2.678799999999999955e+02,2.576899999999999977e+02,2.509199999999999875e+02,2.461699999999999875e+02,2.420999999999999943e+02,2.412500000000000000e+02,2.403499999999999943e+02,2.415000000000000000e+02,2.442500000000000000e+02,2.487500000000000000e+02,2.550600000000000023e+02,2.647500000000000000e+02,2.774399999999999977e+02,2.941899999999999977e+02,9.046200000000000045e+02,8.751900000000000546e+02,8.200000000000000000e+02,7.712500000000000000e+02,7.346900000000000546e+02,7.096699999999999591e+02,6.923099999999999454e+02,6.772500000000000000e+02,6.699199999999999591e+02,6.715599999999999454e+02,6.790000000000000000e+02,7.003099999999999454e+02,7.237500000000000000e+02,6.423300000000000409e+02,5.609199999999999591e+02,4.795000000000000000e+02,4.532500000000000000e+02,4.172500000000000000e+02,3.825000000000000000e+02,3.465600000000000023e+02,3.215000000000000000e+02
6.885000000000000000e+02,7.080000000000000000e+02,7.237500000000000000e+02,6.376699999999999591e+02,5.515800000000000409e+02,4.655000000000000000e+02,4.309200000000000159e+02,3.959399999999999977e+02,3.672500000000000000e+02,3.453100000000000023e+02,3.268799999999999955e+02,3.147500000000000000e+02,3.054399999999999977e+02,2.989200000000000159e+02,2.926899999999999977e+02,2.863299999999999841e+02,2.791899999999999977e+02,2.739399999999999977e+02,2.711700000000000159e+02,2.713100000000000023e+02,2.728299999999999841e+02,2.763799999999999955e+02,2.827500000000000000e+02,2.918799999999999955e+02,3.045600000000000023e+02,3.213100000000000023e+02,3.432500000000000000e+02,3.437500000000000000e+02,3.145600000000000023e+02,2.948299999999999841e+02,2.819200000000000159e+02,2.699399999999999977e+02,2.600000000000000000e+02,2.533100000000000023e+02,2.521200000000000045e+02,2.514000000000000057e+02,2.525000000000000000e+02,2.550000000000000000e+02,2.600000000000000000e+02,2.670000000000000000e+02,2.765600000000000023e+02,2.884399999999999977e+02,3.040000000000000000e+02,3.165000000000000000e+02,3.209399999999999977e+02,3.035799999999999841e+02,2.873799999999999955e+02,2.740000000000000000e+02,2.646700000000000159e+02,2.557500000000000000e+02,2.484199999999999875e+02,2.428000000000000114e+02,2.395000000000000000e+02,2.383799999999999955e+02,2.380000000000000000e+02,2.390000000000000000e+02,2.425999999999999943e+02,2.490000000000000000e+02,2.572500000000000000e+02,2.681899999999999977e+02,2.824399999999999977e+02,2.937500000000000000e+02,8.868799999999999955e+02,8.369400000000000546e+02,7.805000000000000000e+02,7.430000000000000000e+02,7.150800000000000409e+02,6.935000000000000000e+02,6.755000000000000000e+02,6.650800000000000409e+02,6.603099999999999454e+02,6.676200000000000045e+02,6.763799999999999955e+02
2.318799999999999955e+02,2.338100000000000023e+02,2.373300000000000125e+02,2.421899999999999977e+02,2.510500000000000114e+02,2.613299999999999841e+02,2.723799999999999955e+02,2.860799999999999841e+02,3.090000000000000000e+02,2.985000000000000000e+02,2.825600000000000023e+02,2.693299999999999841e+02,2.585000000000000000e+02,2.500000000000000000e+02,2.439199999999999875e+02,2.393300000000000125e+02,2.353499999999999943e+02,2.330000000000000000e+02,2.337500000000000000e+02,2.343300000000000125e+02,2.362500000000000000e+02,2.400600000000000023e+02,2.468100000000000023e+02,2.575500000000000114e+02,2.718100000000000023e+02,2.886899999999999977e+02,3.002500000000000000e+02,8.872500000000000000e+02,8.340000000000000000e+02,7.856699999999999591e+02,7.526200000000000045e+02,7.243099999999999454e+02,7.060800000000000409e+02,6.943099999999999454e+02,6.857500000000000000e+02,6.890000000000000000e+02,6.995599999999999454e+02,7.271900000000000546e+02,6.680499999999999545e+02,6.088999999999999773e+02,5.497599999999999909e+02,4.906200000000000045e+02,4.520000000000000000e+02,4.131700000000000159e+02,3.828799999999999955e+02,3.592500000000000000e+02,3.435000000000000000e+02,3.291899999999999977e+02,3.172500000000000000e+02,3.108799999999999955e+02,2.995000000000000000e+02,2.905799999999999841e+02,2.830000000000000000e+02,2.775799999999999841e+02,2.747500000000000000e+02,2.735000000000000000e+02,2.745799999999999841e+02,2.777500000000000000e+02,2.840600000000000023e+02,2.931899999999999977e+02,3.040799999999999841e+02,3.174399999999999977e+02,3.346700000000000159e+02,3.082500000000000000e+02,2.868100000000000023e+02,2.675799999999999841e+02,2.548300000000000125e+02,2.431200000000000045e+02,2.353799999999999955e+02,2.290000000000000000e+02,2.265000000000000000e+02,2.245800000000000125e+02,2.245000000000000000e+02
